name,nickname,url,dob,weight,reach,height,stance
Karl Williams,--,http://ufcstats.com/fighter-details/d35f734c56a89103,"Jan 06, 1990",235 lbs.,"79""","6' 3""",Orthodox
Karl Willis,--,http://ufcstats.com/fighter-details/95883dbdab4fcf0f,--,--,--,--,
Justin Willis,Big Pretty,http://ufcstats.com/fighter-details/ce1e867808ef5fce,"Jul 19, 1987",264 lbs.,"78""","6' 1""",Southpaw
Jordan Williams,Bomaye,http://ufcstats.com/fighter-details/e26bd53b751d61d9,"Oct 13, 1990",185 lbs.,"75""","6' 1""",Southpaw
Khaos Williams,The OxFighter,http://ufcstats.com/fighter-details/2558ae2e5671e318,"Mar 30, 1994",170 lbs.,"77""","6' 0""",Orthodox
Cole Williams,Havoc,http://ufcstats.com/fighter-details/f9a20a17d712ef7c,"Dec 15, 1983",170 lbs.,"73""","6' 0""",Orthodox
Tim Williams,The South Jersey Strangler,http://ufcstats.com/fighter-details/990bd63726a577f8,"Jul 03, 1986",185 lbs.,"76""","6' 2""",Orthodox
Patrick Williams,The Animal,http://ufcstats.com/fighter-details/39330403ad27c2bb,"Sep 07, 1981",135 lbs.,"73""","5' 8""",Orthodox
Carter Williams,The Beast,http://ufcstats.com/fighter-details/b8e2f10efb6eca85,--,265 lbs.,--,"6' 1""",Orthodox
Adam Smith,--,http://ufcstats.com/fighter-details/754968e325d6f60d,--,--,--,--,
Rubin Williams,Mr. Hollywood,http://ufcstats.com/fighter-details/6f812143641ceff8,"Apr 09, 1976",185 lbs.,--,"6' 1""",Orthodox
Tedd Williams,--,http://ufcstats.com/fighter-details/b63e800c18e011b5,"Dec 19, 1969",275 lbs.,--,"6' 1""",Orthodox
Pete Williams,El Duro,http://ufcstats.com/fighter-details/6291ac0a3726732f,"Jul 10, 1975",235 lbs.,--,"6' 3""",Orthodox
Trevor Smith,Hot Sauce,http://ufcstats.com/fighter-details/f797f0c57a83353e,"Jan 05, 1981",185 lbs.,"75""","6' 3""",Orthodox
Dillon Smith,--,http://ufcstats.com/fighter-details/ffee353f55e3aa2c,--,170 lbs.,--,"6' 0""",
Josh Smith,--,http://ufcstats.com/fighter-details/f626aa1c85f8af03,"Jul 02, 1982",155 lbs.,--,"6' 0""",Orthodox
Eric Smith,--,http://ufcstats.com/fighter-details/9114c8ded5ccd71d,--,--,--,--,Southpaw
Scott Smith,Hands of Steel,http://ufcstats.com/fighter-details/3410cf010558dc8b,"May 21, 1979",185 lbs.,"70""","6' 0""",Orthodox
David Smith,--,http://ufcstats.com/fighter-details/e955046551f8c7dd,--,155 lbs.,--,--,
Maurice Smith,--,http://ufcstats.com/fighter-details/33e33d51f289d2a1,"Dec 13, 1961",221 lbs.,--,"6' 2""",Orthodox
Ray Sloan,--,http://ufcstats.com/fighter-details/a2d1d3d144fed708,"Jul 14, 1985",205 lbs.,--,"6' 1""",
Patrick Smith,--,http://ufcstats.com/fighter-details/46c8ec317aff28ac,"Aug 28, 1963",225 lbs.,--,"6' 2""",Orthodox
James Wilks,Lightning,http://ufcstats.com/fighter-details/852454c572675334,"May 04, 1978",170 lbs.,"75""","6' 1""",Orthodox
Joe Slick,--,http://ufcstats.com/fighter-details/80e6d71e14c1d356,"Oct 17, 1977",199 lbs.,--,"6' 0""",Orthodox
Kestutis Smirnovas,--,http://ufcstats.com/fighter-details/1979c80150f630c4,--,200 lbs.,--,"5' 10""",Orthodox
Aaron Wilkinson,The Daywalker,http://ufcstats.com/fighter-details/338a11d3674eb2d4,"Jan 31, 1987",155 lbs.,--,"5' 10""",
Rob Wilkinson,Razor,http://ufcstats.com/fighter-details/826475cc758e60e6,"Feb 22, 1992",185 lbs.,"80""","6' 3""",Orthodox
Joe Wilk,The Nose,http://ufcstats.com/fighter-details/781014fb7e8e647a,"Apr 12, 1982",145 lbs.,--,"5' 9""",
Mike Wilkinson,The Warrior,http://ufcstats.com/fighter-details/cfaf010d5b389c09,"Sep 15, 1987",145 lbs.,"66""","5' 7""",Orthodox
Jonathan Wiezorek,--,http://ufcstats.com/fighter-details/60884f31ead1609c,"Feb 10, 1978",250 lbs.,--,"6' 3""",Southpaw
Orlando Wiet,The Gladiator,http://ufcstats.com/fighter-details/a6c2f5381d575920,--,170 lbs.,--,"5' 10""",Southpaw
Adam Wieczorek,Siwy,http://ufcstats.com/fighter-details/efa1f6b42c86793c,"Feb 05, 1992",250 lbs.,"81""","6' 5""",Orthodox
Justin Wilcox,Silverback,http://ufcstats.com/fighter-details/4a482a0100cfcd0a,"Mar 12, 1979",155 lbs.,--,"5' 6""",Orthodox
Josh Wick,The White Mamba,http://ufcstats.com/fighter-details/13935768cf8aeb86,"Oct 04, 1994",155 lbs.,"69""","5' 9""",Switch
Emily Whitmire,Spitfire,http://ufcstats.com/fighter-details/b3d21b2610dcfaeb,"May 24, 1991",125 lbs.,"63""","5' 5""",Orthodox
Nursulton Ruziboev,Black,http://ufcstats.com/fighter-details/49d2a08964c5eb11,"Nov 19, 1993",185 lbs.,"76""","6' 5""",Orthodox
Casey Ryan,--,http://ufcstats.com/fighter-details/5b1b383265433f51,--,185 lbs.,--,--,
Robert Whittaker,The Reaper,http://ufcstats.com/fighter-details/e1147d3d2dabe1ce,"Dec 20, 1990",185 lbs.,"73""","6' 0""",Orthodox
Paul Ruiz,--,http://ufcstats.com/fighter-details/babc0b19e89cec6e,"Jun 23, 1987",135 lbs.,--,"5' 6""",
Montserrat Conejo Ruiz,--,http://ufcstats.com/fighter-details/1235b31de15d0c6e,"Feb 03, 1993",115 lbs.,"61""","5' 0""",Southpaw
Mike Russow,--,http://ufcstats.com/fighter-details/353de740bb6c7e75,"Sep 11, 1976",255 lbs.,"73""","6' 1""",Orthodox
Bas Rutten,El Guapo,http://ufcstats.com/fighter-details/03688dc3c3af3ac1,"Feb 24, 1965",205 lbs.,--,"6' 1""",Orthodox
Matt Skelton,--,http://ufcstats.com/fighter-details/caced97768818230,"Jan 23, 1967",265 lbs.,--,"6' 3""",Orthodox
Brian Sleeman,--,http://ufcstats.com/fighter-details/9db861c26b63daa8,--,185 lbs.,--,"5' 8""",
AJ Siscoe,Let's Go,http://ufcstats.com/fighter-details/fce9b4056a8ef559,--,135 lbs.,--,"5' 7""",
Zach Skinner,--,http://ufcstats.com/fighter-details/c337c3c85b1871e0,--,145 lbs.,--,"5' 6""",Orthodox
Yokthai Sithoar,--,http://ufcstats.com/fighter-details/436cdea7bdfdc016,"Dec 25, 1974",143 lbs.,--,"5' 7""",
Chas Skelly,The Scrapper,http://ufcstats.com/fighter-details/4bd6b4800070b069,"May 11, 1985",145 lbs.,"72""","5' 11""",Orthodox
Jeremia Siregar,The Teacher,http://ufcstats.com/fighter-details/a7ac3b1b0c4146db,"Jul 27, 1991",125 lbs.,"63""","5' 2""",Orthodox
Gian Siqueira,Pitbull,http://ufcstats.com/fighter-details/a46fdda658fee832,"Jun 23, 1994",170 lbs.,"74""","6' 1""",Orthodox
Mitchell Sipe,No Dice,http://ufcstats.com/fighter-details/71ef1111bf829b82,"Apr 09, 1996",245 lbs.,--,"6' 2""",Orthodox
Jeri Sitzes,--,http://ufcstats.com/fighter-details/44a1dd0ef4373edc,--,125 lbs.,--,"5' 5""",
Dennis Siver,--,http://ufcstats.com/fighter-details/5f87a5c00b3d17ed,"Jan 13, 1979",145 lbs.,"70""","5' 6""",Orthodox
Robert Whiteford,The Hammer,http://ufcstats.com/fighter-details/1dafccb62a0f98ec,"Apr 12, 1983",145 lbs.,"69""","5' 9""",Southpaw
Patrik White,Primetime,http://ufcstats.com/fighter-details/4debc6c4c6249690,"Jun 11, 1993",155 lbs.,"72""","6' 0""",Orthodox
Steve White,--,http://ufcstats.com/fighter-details/d181689653115b6a,--,175 lbs.,--,"5' 11""",
Mike Whitehead,--,http://ufcstats.com/fighter-details/22d1e00e1aabb7c9,"Jun 29, 1981",205 lbs.,--,"6' 1""",Orthodox
Craig White,The Thundercat,http://ufcstats.com/fighter-details/3dd949593346dbc3,"Jul 01, 1990",170 lbs.,"76""","6' 2""",Orthodox
Vernon White,Tiger,http://ufcstats.com/fighter-details/12458872d6afae1b,"Dec 03, 1971",205 lbs.,--,"6' 0""",Southpaw
Aaron Wetherspoon,Slam,http://ufcstats.com/fighter-details/1ce7998e0a215caa,--,170 lbs.,--,--,
Sheldon Westcott,--,http://ufcstats.com/fighter-details/ec2d13a87d3d9541,"Aug 20, 1984",170 lbs.,"71""","6' 1""",Southpaw
Alex White,The Spartan,http://ufcstats.com/fighter-details/c17041f1bb5768d8,"Oct 22, 1988",155 lbs.,"71""","6' 0""",Southpaw
Coty Wheeler,Ox,http://ufcstats.com/fighter-details/e57f0b06ea39e360,"Oct 11, 1978",135 lbs.,"67""","5' 6""",Orthodox
Mauricio Ruffy,--,http://ufcstats.com/fighter-details/9c393e836a852f30,"Jun 17, 1993",170 lbs.,--,--,
Anthony Ruiz,El Toro,http://ufcstats.com/fighter-details/657c21cb133f1445,"Nov 03, 1977",205 lbs.,--,"6' 2""",Orthodox
Rodrigo Ruas,--,http://ufcstats.com/fighter-details/94070f6544c4b2a5,"Oct 06, 1977",185 lbs.,--,"5' 10""",Orthodox
Eddie Ruiz,--,http://ufcstats.com/fighter-details/7b9aa973e5c04624,"Jun 10, 1967",155 lbs.,--,"5' 7""",Orthodox
Rodolfo Rubio Perez,Fito,http://ufcstats.com/fighter-details/c4731f43693b96b8,"Jan 29, 1987",145 lbs.,--,"5' 5""",Orthodox
Gabe Ruediger,Godzilla,http://ufcstats.com/fighter-details/ccba80d4820ef557,"Aug 29, 1977",155 lbs.,--,"5' 10""",Orthodox
Marco Ruas,King of the Streets,http://ufcstats.com/fighter-details/597db668b01c442c,"Jan 23, 1961",210 lbs.,--,"6' 1""",Orthodox
Murilo Rua,Ninja,http://ufcstats.com/fighter-details/90e7447d8b7f3f35,"May 22, 1980",185 lbs.,--,"5' 11""",Orthodox
Brad Royster,--,http://ufcstats.com/fighter-details/09f8c233de88998d,--,135 lbs.,--,--,
Brandon Royval,Raw Dawg,http://ufcstats.com/fighter-details/6e15f63b6c2e2c15,"Aug 16, 1992",125 lbs.,"68""","5' 9""",Southpaw
Elvis Sinosic,The King of Rock n' Rumble,http://ufcstats.com/fighter-details/817e0bdf08efce2e,"Feb 13, 1971",205 lbs.,"77""","6' 3""",Orthodox
Kain Royer,--,http://ufcstats.com/fighter-details/712aa894b3a344df,--,185 lbs.,--,--,
Jairzinho Rozenstruik,Bigi Boy,http://ufcstats.com/fighter-details/2cd428e9606856fd,"Mar 17, 1988",242 lbs.,"78""","6' 2""",Orthodox
Cameron Rowston,Van Damme,http://ufcstats.com/fighter-details/8ebc3a8da015d70c,"Jan 19, 1995",185 lbs.,--,--,
Rory Singer,Outburst,http://ufcstats.com/fighter-details/546015aa2ad945fd,"May 28, 1976",185 lbs.,"77""","6' 2""",Orthodox
Rob Sinclair,--,http://ufcstats.com/fighter-details/3b65c9dd39741bc4,"Feb 20, 1980",155 lbs.,--,"5' 8""",
Lodune Sincaid,--,http://ufcstats.com/fighter-details/265589bdd93e7ce5,"May 07, 1973",185 lbs.,--,"5' 9""",Orthodox
Everett Sims,Sexual Chocolate,http://ufcstats.com/fighter-details/59c6d5af765df641,"Sep 04, 1988",260 lbs.,"77""","6' 5""",Southpaw
Mauricio Rua,Shogun,http://ufcstats.com/fighter-details/140745cbbcb023ac,"Nov 25, 1981",205 lbs.,"76""","6' 1""",Orthodox
Marlon Sims,--,http://ufcstats.com/fighter-details/9eedac48b497de5a,--,170 lbs.,--,--,
Rana Rudra Pratap Singh,Ashwathama,http://ufcstats.com/fighter-details/254ed71756cfd18c,"May 09, 1997",135 lbs.,"69""","5' 10""",Orthodox
Wes Sims,The Project,http://ufcstats.com/fighter-details/e0f7c4f3f67bc808,"Aug 04, 1979",260 lbs.,--,"6' 10""",Orthodox
Tony Sims,--,http://ufcstats.com/fighter-details/57bad6a84230f0c9,"Oct 14, 1985",155 lbs.,"70""","5' 11""",Southpaw
Jamey Simmons,The Afro Samurai,http://ufcstats.com/fighter-details/f0fad0e9f3b65752,"Sep 11, 1992",135 lbs.,"70""","5' 6""",Orthodox
Aaron Simpson,A-Train,http://ufcstats.com/fighter-details/d5f820c11a121050,"Jul 20, 1974",170 lbs.,"73""","6' 0""",Orthodox
Ricky Simon,--,http://ufcstats.com/fighter-details/5987b2458f4b5290,"Aug 31, 1992",135 lbs.,"69""","5' 6""",Orthodox
Jeremiah Wells,--,http://ufcstats.com/fighter-details/d66a46de8d705353,"Oct 30, 1986",170 lbs.,"74""","5' 9""",Switch
Mike Wessel,Juggernaut,http://ufcstats.com/fighter-details/b51841e7c594090d,"Dec 02, 1977",260 lbs.,--,"6' 0""",Orthodox
Mark Weir,The Wizard,http://ufcstats.com/fighter-details/9ccdd2ce45903f34,"Sep 19, 1967",185 lbs.,--,"6' 2""",Southpaw
Daniel Weichel,The Weasel,http://ufcstats.com/fighter-details/7b9dade6bedaabbe,"Nov 22, 1984",145 lbs.,"70""","5' 10""",
Joshua Weems,Wide Open,http://ufcstats.com/fighter-details/69888118d968ba52,"May 05, 1994",135 lbs.,"69""","5' 8""",Orthodox
Fabricio Werdum,Vai Cavalo,http://ufcstats.com/fighter-details/492b202d2064e7a9,"Jul 30, 1977",231 lbs.,"77""","6' 4""",Orthodox
Chris Weidman,The All-American,http://ufcstats.com/fighter-details/3a8176e15b9887c1,"Jun 17, 1984",185 lbs.,"78""","6' 2""",Orthodox
Royston Wee,--,http://ufcstats.com/fighter-details/b9c03e7a4557e542,"Nov 15, 1986",135 lbs.,"67""","5' 7""",Orthodox
Christian Wellisch,The Hungarian Nightmare,http://ufcstats.com/fighter-details/f1b2a4365799c48b,"Sep 13, 1975",234 lbs.,"77""","6' 2""",Orthodox
Darian Weeks,--,http://ufcstats.com/fighter-details/326a001926ffb7ec,"Nov 23, 1993",170 lbs.,"72""","5' 11""",Orthodox
Stephanie Webber,--,http://ufcstats.com/fighter-details/d44a84409bf0da64,--,135 lbs.,--,"5' 6""",
Phil Rowe,The Fresh Prince,http://ufcstats.com/fighter-details/8e382b585a92affe,"Jul 18, 1990",170 lbs.,"80""","6' 3""",Orthodox
Jonavin Webb,The Spyder,http://ufcstats.com/fighter-details/f40ec51dd4de47c3,"Apr 28, 1989",170 lbs.,--,"5' 10""",Orthodox
Roberta Rovel,Crusher,http://ufcstats.com/fighter-details/9d7fbf438766791f,--,145 lbs.,--,"5' 8""",
Rick Roufus,--,http://ufcstats.com/fighter-details/872b018076f831b0,--,207 lbs.,--,"6' 0""",Southpaw
Ray Routh,--,http://ufcstats.com/fighter-details/cba3a2dfbc06ce79,--,185 lbs.,--,"5' 8""",Orthodox
Khalil Rountree Jr.,--,http://ufcstats.com/fighter-details/749f572d1d3161fb,"Feb 26, 1990",205 lbs.,"76""","6' 1""",Southpaw
Kristian Rothaermel,--,http://ufcstats.com/fighter-details/af49a6c491ca22a3,"Jan 31, 1972",205 lbs.,--,"6' 0""",Open Stance
Ronda Rousey,Rowdy,http://ufcstats.com/fighter-details/8bdac25ce0bb874d,"Feb 01, 1987",135 lbs.,"66""","5' 7""",Orthodox
Nick Rossborough,Leatherface,http://ufcstats.com/fighter-details/ff3a915256b899c0,"Nov 18, 1981",205 lbs.,--,"6' 5""",
Shannon Ross,The Turkish Delight,http://ufcstats.com/fighter-details/51c655162e462ceb,"May 12, 1989",125 lbs.,"66""","5' 6""",Switch
Zach Rosol,--,http://ufcstats.com/fighter-details/208b6926916867c7,--,243 lbs.,--,--,
Marcus Silveira,Conan,http://ufcstats.com/fighter-details/f717b6002486f73f,--,242 lbs.,--,"6' 3""",Orthodox
Sim Kai Xiong,Kobra,http://ufcstats.com/fighter-details/79e2cb1e813f881b,"Sep 06, 1997",125 lbs.,"66""","5' 5""",Orthodox
Leonardo Silva de Oliveira,Cabecao,http://ufcstats.com/fighter-details/28e088bbcaaa6366,"Apr 23, 1992",185 lbs.,--,"6' 2""",Orthodox
Ben Rothwell,--,http://ufcstats.com/fighter-details/bd58d34e39b7b12a,"Oct 17, 1981",265 lbs.,"78""","6' 4""",Orthodox
Elias Silverio,Xuxu,http://ufcstats.com/fighter-details/52ba464d9068d871,"Sep 22, 1986",155 lbs.,"73""","5' 11""",Orthodox
Douglas Silva de Andrade,D Silva,http://ufcstats.com/fighter-details/3a314d9fa7c6825d,"Jun 22, 1985",135 lbs.,"68""","5' 7""",Orthodox
Jhonata Silva,--,http://ufcstats.com/fighter-details/4e33534d1e036444,"Apr 24, 1997",125 lbs.,--,--,
Jean Silva,Lord Assassin,http://ufcstats.com/fighter-details/52ef95b5860fb28c,"Dec 13, 1996",145 lbs.,"69""","5' 7""",Orthodox
Danny Silva,Puma,http://ufcstats.com/fighter-details/d964a59c48381cb6,"Jan 30, 1997",145 lbs.,--,--,
Janaina Silva,Jana-Iron-Hand,http://ufcstats.com/fighter-details/4784a5b4a452464a,"Feb 16, 1992",115 lbs.,"60""","5' 1""",Orthodox
Karine Silva,Killer,http://ufcstats.com/fighter-details/9d62c2d8ee151f08,"Dec 02, 1993",125 lbs.,"67""","5' 5""",Orthodox
Maria Silva,Viuva Negra,http://ufcstats.com/fighter-details/4408865b4e65e374,"Dec 19, 1995",115 lbs.,"64""","5' 3""",Orthodox
Jansey Silva,Jones,http://ufcstats.com/fighter-details/0d09efd31eb9fadf,"May 30, 1995",185 lbs.,"67""","6' 2""",Orthodox
Erik Silva,The King,http://ufcstats.com/fighter-details/21b813b919776d90,"Mar 16, 1987",145 lbs.,"71""","5' 9""",Orthodox
Walel Watson,The Gazelle,http://ufcstats.com/fighter-details/92aafa8f4b26269b,"Jul 16, 1984",135 lbs.,"75""","5' 11""",Orthodox
Tom Watson,Kong,http://ufcstats.com/fighter-details/6809c31286b08d97,"Jul 13, 1982",185 lbs.,"73""","6' 1""",Orthodox
Sam Watford,--,http://ufcstats.com/fighter-details/1836639ecf9b6e7f,--,155 lbs.,--,--,
Blake Watkins,--,http://ufcstats.com/fighter-details/117580b232409824,--,185 lbs.,--,--,
Maka Watson,--,http://ufcstats.com/fighter-details/a31dfd9e8b2dc6ca,"Sep 22, 1984",155 lbs.,--,--,
Kyle Watson,--,http://ufcstats.com/fighter-details/d7b2c0b53883ee80,"Aug 09, 1979",155 lbs.,--,"6' 0""",Southpaw
Trey Waters,The Truth,http://ufcstats.com/fighter-details/31dbfbe4e7a6727c,"Feb 21, 1995",170 lbs.,"77""","6' 5""",Orthodox
Andy Waters,--,http://ufcstats.com/fighter-details/103e2e67919379c5,--,170 lbs.,--,"6' 0""",
Marcin Tybura,Tybur,http://ufcstats.com/fighter-details/c9cf753cfdf77fc2,"Nov 09, 1985",249 lbs.,"78""","6' 3""",Orthodox
Dominic Waters,Sho Nuff,http://ufcstats.com/fighter-details/2de91c2244ad7e89,"Apr 11, 1989",170 lbs.,"79""","6' 1""",Orthodox
Kevin Rosier,--,http://ufcstats.com/fighter-details/598a58db87b890ee,--,275 lbs.,--,"6' 4""",Orthodox
Michelle Waterson-Gomez,The Karate Hottie,http://ufcstats.com/fighter-details/eb04b9d31e938edb,"Jan 06, 1986",115 lbs.,"62""","5' 3""",Orthodox
Jared Rosholt,--,http://ufcstats.com/fighter-details/91ea901c458e95dd,"Aug 04, 1986",265 lbs.,"75""","6' 2""",Orthodox
Jake Rosholt,--,http://ufcstats.com/fighter-details/4f2fcbefb668689d,"Feb 09, 1982",185 lbs.,--,"6' 1""",Orthodox
Raul Rosas Jr.,El Nino Problema,http://ufcstats.com/fighter-details/fe2babf95de24fb1,"Oct 08, 2004",135 lbs.,"67""","5' 9""",Switch
Hilarie Rose,--,http://ufcstats.com/fighter-details/b9163ec845c3bfc8,"Nov 11, 1992",115 lbs.,"63""","5' 3""",Orthodox
Jacob Rosales,The Lil Badger,http://ufcstats.com/fighter-details/f7faf5b19e0dec2e,"Jul 28, 1995",155 lbs.,"74""","5' 11""",Orthodox
Charles Rosa,Boston Strong,http://ufcstats.com/fighter-details/40093d1d2d78394e,"Aug 24, 1986",145 lbs.,"69""","5' 9""",Switch
Karol Rosa,--,http://ufcstats.com/fighter-details/351c4ec637380ad5,"Dec 30, 1994",145 lbs.,"67""","5' 5""",Orthodox
Joao Roque,--,http://ufcstats.com/fighter-details/0f6528b461e47462,"Jul 22, 1971",155 lbs.,--,"5' 6""",Orthodox
Aaron Rosa,--,http://ufcstats.com/fighter-details/11f8860028b68fcf,"May 28, 1983",205 lbs.,"77""","6' 4""",Orthodox
Natalia Silva,--,http://ufcstats.com/fighter-details/262d32ebda89efc4,"Feb 03, 1997",125 lbs.,"65""","5' 4""",Southpaw
George Roop,--,http://ufcstats.com/fighter-details/3c0437fbeda06962,"Nov 10, 1981",135 lbs.,"72""","6' 1""",Orthodox
Rongzhu,--,http://ufcstats.com/fighter-details/a13d755965a4ec9f,"Mar 07, 2000",155 lbs.,"72""","5' 9""",Orthodox
Jesse Ronson,The Body Snatcher,http://ufcstats.com/fighter-details/5580771f383e141f,"Dec 24, 1985",155 lbs.,"70""","5' 10""",Southpaw
Gabriel Silva,--,http://ufcstats.com/fighter-details/002ca196477ce572,"Aug 26, 1994",135 lbs.,"71""","5' 6""",Orthodox
Jacob Silva,Lil Animal,http://ufcstats.com/fighter-details/f6f2ea21a67be3a7,"Feb 23, 1988",125 lbs.,"67""","5' 5""",Orthodox
Dayana Silva,--,http://ufcstats.com/fighter-details/b19aecbfbb5508cc,"Aug 27, 1990",135 lbs.,--,"5' 7""",Orthodox
Bruno Silva,Bulldog,http://ufcstats.com/fighter-details/294aa73dbf37d281,"Mar 16, 1990",125 lbs.,"65""","5' 4""",Orthodox
Bruno Silva,Blindado,http://ufcstats.com/fighter-details/12ebd7d157e91701,"Jul 13, 1989",185 lbs.,"74""","6' 0""",Orthodox
Felipe Silva,--,http://ufcstats.com/fighter-details/1b38a2b897f6209c,"May 08, 1984",155 lbs.,"77""","6' 0""",Orthodox
Rafael Silva,Morcego,http://ufcstats.com/fighter-details/a31358d90d4bb40a,"Mar 20, 1985",135 lbs.,--,"5' 7""",
Wagner Silva,Wagnao,http://ufcstats.com/fighter-details/fb79582c410d049e,"Feb 07, 1987",170 lbs.,--,"6' 0""",Orthodox
Joaquim Silva,Netto BJJ,http://ufcstats.com/fighter-details/ae7fe94f117f98cf,"Feb 05, 1989",155 lbs.,"69""","5' 8""",Southpaw
Claudio Silva,Hannibal,http://ufcstats.com/fighter-details/6f7c616b98e18c29,"Sep 06, 1982",170 lbs.,"71""","5' 11""",Southpaw
Ron Waterman,H20,http://ufcstats.com/fighter-details/efaf544314bb5c2e,"Nov 23, 1965",280 lbs.,--,"6' 2""",Orthodox
Kazuhisa Watanabe,--,http://ufcstats.com/fighter-details/951ffadfc4e917ea,"May 18, 1983",139 lbs.,--,"5' 6""",
Kengo Watanabe,--,http://ufcstats.com/fighter-details/2abe38b81d68a24a,"Jan 31, 1976",220 lbs.,--,"6' 4""",Orthodox
Idris Wasi,--,http://ufcstats.com/fighter-details/8a19676a3388845a,"Dec 11, 1989",186 lbs.,--,"6' 0""",
Merritt Warren,--,http://ufcstats.com/fighter-details/1e47dba648ea438c,--,155 lbs.,--,"5' 10""",Southpaw
Terrion Ware,Flash,http://ufcstats.com/fighter-details/ba5e253af86db1a8,"Mar 31, 1986",135 lbs.,"71""","5' 8""",Orthodox
Joe Warren,--,http://ufcstats.com/fighter-details/c0c1bc0766df4c00,"Oct 31, 1976",135 lbs.,--,"5' 6""",Orthodox
Brian Warren,Mr. Unbreakable,http://ufcstats.com/fighter-details/c4c4c7dd26c15d91,--,185 lbs.,--,"6' 0""",Orthodox
Charlie Ward,--,http://ufcstats.com/fighter-details/e81dd0bb8a64b550,"Dec 17, 1980",170 lbs.,--,"5' 11""",Orthodox
Brennan Ward,The Irish Bad Boy,http://ufcstats.com/fighter-details/67cd6495280b0a57,"Jun 28, 1988",170 lbs.,"71""","5' 10""",
Curt Warburton,--,http://ufcstats.com/fighter-details/2721bb808bb2523c,--,155 lbs.,"73""","6' 0""",Orthodox
Anying Wang,--,http://ufcstats.com/fighter-details/69e8c632135af48b,"Apr 04, 1991",170 lbs.,--,"6' 0""",Orthodox
Joshua Wang-Kim,Twin Dragon,http://ufcstats.com/fighter-details/d538f13ab21d9633,"Nov 16, 1992",135 lbs.,"71""","5' 9""",Switch
Sai Wang,The Fire Kylin,http://ufcstats.com/fighter-details/efb9a43415a56d34,"Jan 14, 1986",170 lbs.,--,"6' 0""",Southpaw
Austin Tweedy,--,http://ufcstats.com/fighter-details/885adaff8fe15cf7,"Sep 25, 1990",155 lbs.,--,"5' 9""",Orthodox
Wellington Turman,The Prodigy,http://ufcstats.com/fighter-details/4dcfb28c011c11b2,"Jul 22, 1996",170 lbs.,"72""","6' 0""",Orthodox
Anton Turkalj,The Pleasure Man,http://ufcstats.com/fighter-details/82529ce93cd9a2cf,"Jun 10, 1996",205 lbs.,"78""","6' 4""",Orthodox
Jalin Turner,The Tarantula,http://ufcstats.com/fighter-details/4d8fa64202cee4c1,"May 18, 1995",155 lbs.,"77""","6' 3""",Southpaw
Ricky Turcios,--,http://ufcstats.com/fighter-details/cd3d7e37ff2d679c,"Jun 05, 1993",135 lbs.,"71""","5' 9""",Orthodox
Courtney Turner,--,http://ufcstats.com/fighter-details/56f4b81ec4db61af,--,170 lbs.,--,"6' 2""",
Nyamjargal Tumendemberel,Art of Knockout,http://ufcstats.com/fighter-details/17cb6d8e8187f304,"Mar 22, 1998",125 lbs.,"71""","5' 7""",Orthodox
Marco Tulio,Matuto,http://ufcstats.com/fighter-details/9384e71bca6c409d,"Jun 13, 1994",185 lbs.,"74""","6' 0""",Orthodox
Teila Tuli,--,http://ufcstats.com/fighter-details/96eff1a628adcc7f,"Jun 14, 1969",430 lbs.,--,"6' 0""",Orthodox
Albert Tumenov,Einstein,http://ufcstats.com/fighter-details/ff6a1f63c254127e,"Dec 26, 1991",170 lbs.,"73""","5' 11""",Orthodox
Zubaira Tukhugov,Warrior,http://ufcstats.com/fighter-details/aceffa19749c4dc0,"Jan 15, 1991",155 lbs.,"68""","5' 8""",Orthodox
Juancamilo Ronderos,100,http://ufcstats.com/fighter-details/4a043165cf47cab2,"Feb 17, 1995",125 lbs.,"64""","5' 3""",Southpaw
Blair Tugman,--,http://ufcstats.com/fighter-details/63f8775391301891,--,135 lbs.,--,"6' 0""",
Tai Tuivasa,Bam Bam,http://ufcstats.com/fighter-details/c62fbc117d57b943,"Mar 16, 1993",264 lbs.,"75""","6' 2""",Southpaw
Kaleio Romero,KO,http://ufcstats.com/fighter-details/33df417d0017eb0c,"Apr 19, 1996",145 lbs.,"69""","5' 10""",Switch
Anthony Romero,The Genius,http://ufcstats.com/fighter-details/6f81399074fcdbba,"Feb 25, 1997",155 lbs.,"70""","5' 11""",Orthodox
Yoel Romero,Soldier of God,http://ufcstats.com/fighter-details/f77c68bb4be8516d,"Apr 30, 1977",185 lbs.,"73""","6' 0""",Southpaw
Mara Romero Borella,--,http://ufcstats.com/fighter-details/82cbb809d5ee565c,"Jun 03, 1986",125 lbs.,"69""","5' 6""",Orthodox
Jared Rollins,J-Roc,http://ufcstats.com/fighter-details/c4b6099f0d25f75e,"Jan 26, 1977",170 lbs.,--,"5' 9""",Orthodox
Ricardo Romero,--,http://ufcstats.com/fighter-details/744e098e065cfdbe,"Apr 15, 1978",205 lbs.,"76""","6' 0""",Orthodox
Tim Roman,--,http://ufcstats.com/fighter-details/3b83fec860a45ca1,"Jun 08, 1985",170 lbs.,--,"6' 1""",
Marcelo Rojo,Pitbull,http://ufcstats.com/fighter-details/2804ce8dadab5770,"Jul 02, 1988",145 lbs.,"71""","5' 8""",Orthodox
