name,nickname,url,dob,weight,reach,height,stance
Jeremy Hamilton,Hawk,http://ufcstats.com/fighter-details/7ada6ea792a34424,"Nov 14, 1984",185 lbs.,--,--,
Matt Hamill,The Hammer,http://ufcstats.com/fighter-details/98b80a717b9bda17,"Oct 05, 1976",205 lbs.,"76""","6' 1""",Orthodox
Kazuhiro Hamanaka,,http://ufcstats.com/fighter-details/1b4d6971bb18b82c,"Oct 24, 1978",185 lbs.,--,"6' 0""",Southpaw
Frank Hamaker,,http://ufcstats.com/fighter-details/c3c23c99477c041b,--,--,--,--,
Rami Hamed,,http://ufcstats.com/fighter-details/a59017211b775b5d,"Apr 25, 1991",170 lbs.,--,--,
John Halverson,The Hurricane,http://ufcstats.com/fighter-details/88c8f47241d90040,"Sep 08, 1972",155 lbs.,--,"5' 9""",Southpaw
Tony Halme,,http://ufcstats.com/fighter-details/bad28b7b34f334de,"Jan 06, 1963",300 lbs.,--,"6' 3""",Orthodox
Uriah Hall,Prime Time,http://ufcstats.com/fighter-details/65578a75fa7900e3,"Jul 31, 1984",185 lbs.,"79""","6' 0""",Orthodox
Ryan Hall,The Wizard,http://ufcstats.com/fighter-details/8866c6f509c19089,"Feb 22, 1985",145 lbs.,"70""","5' 10""",Southpaw
Dennis Hallman,Superman,http://ufcstats.com/fighter-details/8a8a84b743ae7699,"Dec 02, 1975",155 lbs.,"72""","5' 9""",Orthodox
Piotr Hallmann,Pletwal,http://ufcstats.com/fighter-details/a3be148af5c7b088,"Aug 25, 1987",155 lbs.,"71""","5' 9""",Orthodox
Mark Hall,,http://ufcstats.com/fighter-details/18524b46c570730b,--,190 lbs.,--,"6' 0""",Orthodox
Kevin Haley,The North Woods Nightmare,http://ufcstats.com/fighter-details/439d4bbefd4e6940,--,205 lbs.,--,"6' 2""",
Yazan Hajeh,Yazzle Dazzle,http://ufcstats.com/fighter-details/4955c524c2a71469,"Sep 04, 1992",145 lbs.,--,"5' 9""",Orthodox
Stoney Hale,The Skuller,http://ufcstats.com/fighter-details/206a7d47eb62170e,"Oct 18, 1979",--,--,"6' 0""",
Tim Hague,The Trashing Machine,http://ufcstats.com/fighter-details/219a254e15d60135,"May 09, 1983",260 lbs.,"76""","6' 4""",Orthodox
Bassil Hafez,The Habibi,http://ufcstats.com/fighter-details/f4d92416da98804b,"Jan 31, 1992",170 lbs.,"72""","5' 11""",Orthodox
Steve Hadsel,,http://ufcstats.com/fighter-details/99793cf88c5adeee,--,170 lbs.,--,"5' 8""",
Jake Hadley,White Kong,http://ufcstats.com/fighter-details/60a42bf82447c919,"Aug 03, 1996",125 lbs.,"70""","5' 7""",Southpaw
Damir Hadzovic,The Bosnian Bomber,http://ufcstats.com/fighter-details/38c626ca912c7bac,"Aug 08, 1986",155 lbs.,"70""","5' 9""",Orthodox
Keith Hackney,The Giant Killer,http://ufcstats.com/fighter-details/bf12aca029bfcc47,--,200 lbs.,--,"5' 11""",Sideways
Chelsea Hackett,Hammer,http://ufcstats.com/fighter-details/184b7a36d50dcc5e,"Aug 16, 1998",125 lbs.,"66""","5' 4""",Switch
Rashad Evans,Suga,http://ufcstats.com/fighter-details/ee779c43a8926d52,"Sep 25, 1979",205 lbs.,"75""","6' 0""",Orthodox
Billy Evangelista,,http://ufcstats.com/fighter-details/9766ed20b68c7c33,"Oct 07, 1980",155 lbs.,"68""","5' 8""",Orthodox
Sijara Eubanks,SarJ,http://ufcstats.com/fighter-details/4234f0097c83fa62,"Apr 27, 1985",125 lbs.,"67""","5' 4""",Orthodox
Scott Ettling,,http://ufcstats.com/fighter-details/74b5736f1df40be3,--,135 lbs.,--,--,
Terry Etim,,http://ufcstats.com/fighter-details/33011768c3c4dc9a,"Jan 11, 1986",155 lbs.,"73""","6' 1""",Orthodox
Shaun Etchell,The Buzzsaw,http://ufcstats.com/fighter-details/ea9bfe9c25037bba,"Aug 05, 1993",125 lbs.,"68""","5' 7""",Switch
Achilles Estremadura,,http://ufcstats.com/fighter-details/41f3cfdab0b22236,"Mar 11, 1992",155 lbs.,"68""","5' 10""",Orthodox
Rafael Estevam,Macapa,http://ufcstats.com/fighter-details/83455a9d17f57dae,"Aug 10, 1996",125 lbs.,"69""","5' 8""",Orthodox
Jordan Espinosa,The Gamer,http://ufcstats.com/fighter-details/215a70f073a7b726,"Nov 08, 1989",125 lbs.,"69""","5' 6""",Orthodox
Juan Espino,El Guapo,http://ufcstats.com/fighter-details/ccf5dc41417e9daf,"Oct 09, 1980",255 lbs.,"80""","6' 3""",
Jodie Esquibel,,http://ufcstats.com/fighter-details/411539901068522f,"May 07, 1986",115 lbs.,"64""","5' 1""",Orthodox
Carla Esparza,Cookie Monster,http://ufcstats.com/fighter-details/d910665038efc639,"Oct 10, 1987",115 lbs.,"63""","5' 1""",Orthodox
Evan Esguerra,,http://ufcstats.com/fighter-details/ed220e87bef0cc64,--,145 lbs.,--,--,
Efrain Escudero,Hecho En Mexico,http://ufcstats.com/fighter-details/83fd97284f4bb4a4,"Jan 15, 1986",155 lbs.,"71""","5' 9""",Orthodox
Pro Escobedo,,http://ufcstats.com/fighter-details/b36874652ed7715d,--,205 lbs.,--,--,
Eric Esch,Butterbean,http://ufcstats.com/fighter-details/0e4daed84a8f39a6,"Aug 03, 1968",350 lbs.,--,"5' 11""",Orthodox
Bobby Escalante,,http://ufcstats.com/fighter-details/f7ede18b4ec4ec1f,--,130 lbs.,--,--,
Chel Erwin-Davis,The First Sun,http://ufcstats.com/fighter-details/c26ea30823f37316,--,170 lbs.,--,"6' 0""",
Julian Erosa,Juicy J,http://ufcstats.com/fighter-details/902ec2cc48c8ae8a,"Jul 31, 1989",145 lbs.,"74""","6' 1""",Southpaw
Nick Ertl,,http://ufcstats.com/fighter-details/74061adb224be3cc,--,155 lbs.,--,"5' 9""",
Konstantin Erokhin,,http://ufcstats.com/fighter-details/22061ff217907c78,"Jan 31, 1983",230 lbs.,--,"5' 11""",Orthodox
Jarno Errens,,http://ufcstats.com/fighter-details/082eba4cd80f736f,"Nov 17, 1994",145 lbs.,"73""","5' 11""",Orthodox
Tom Erikson,The Big Cat,http://ufcstats.com/fighter-details/7b9a85e5ff31ef47,--,280 lbs.,--,"6' 3""",Orthodox
Steve Erceg,Astroboy,http://ufcstats.com/fighter-details/32ab52e5de93092d,"Jul 27, 1995",125 lbs.,"68""","5' 8""",Orthodox
Josh Epps,,http://ufcstats.com/fighter-details/984b0c4c6e773a1c,"Aug 23, 1986",130 lbs.,--,--,
Won Jin Eoh,,http://ufcstats.com/fighter-details/bc7cf284c1c2f16e,--,160 lbs.,--,"5' 7""",Orthodox
Andy Enz,Tank Mode,http://ufcstats.com/fighter-details/993d385f5a475375,"Aug 15, 1991",185 lbs.,"78""","6' 3""",Orthodox
Ian Entwistle,Enty,http://ufcstats.com/fighter-details/d7adfcfdf7c6c1f8,"Nov 19, 1986",135 lbs.,--,"5' 5""",Orthodox
Alex Enlund,,http://ufcstats.com/fighter-details/d238217e0f8ea8e1,"May 27, 1987",145 lbs.,--,"5' 10""",Orthodox
Kenny Ento,Tha' Dragon,http://ufcstats.com/fighter-details/daf9be103c1edbbd,--,192 lbs.,--,"6' 2""",
Oliver Enkamp,,http://ufcstats.com/fighter-details/330bafba312face4,"Aug 10, 1991",170 lbs.,"77""","6' 0""",Switch
Kolton Englund,White Assassin,http://ufcstats.com/fighter-details/4122da4f791b2f4f,"Jul 09, 1993",155 lbs.,"69""","5' 10""",Orthodox
Rob Emerson,The Saint,http://ufcstats.com/fighter-details/dc0f07928009a127,"Jul 30, 1981",155 lbs.,"70""","5' 9""",Orthodox
Josh Emmett,CC0,http://ufcstats.com/fighter-details/fba03cd6cc28dc41,"Mar 04, 1985",145 lbs.,"70""","5' 6""",Orthodox
Aleksander Emelianenko,,http://ufcstats.com/fighter-details/f54200f1dfb9b5d4,"Aug 02, 1981",255 lbs.,--,"6' 6""",Orthodox
Jamall Emmers,Pretty Boy,http://ufcstats.com/fighter-details/e00a3dee329a51f7,"Jul 24, 1989",145 lbs.,"74""","5' 10""",Orthodox
Fedor Emelianenko,The Last Emperor,http://ufcstats.com/fighter-details/b8da6f5c80ae2d15,"Sep 28, 1976",230 lbs.,"74""","6' 0""",Orthodox
Sovannahry Em,The Sweet Savage,http://ufcstats.com/fighter-details/45c8fed13a62fe92,"Jun 26, 1992",135 lbs.,--,"5' 4""",
Ramazan Emeev,Gorets,http://ufcstats.com/fighter-details/abd5fb12437eda21,"May 23, 1987",170 lbs.,"76""","5' 10""",Southpaw
Anna Elmose,Panda,http://ufcstats.com/fighter-details/1536a25e16fc299b,"Oct 06, 1984",115 lbs.,--,"5' 3""",Orthodox
Aaron Ely,The Cyborg,http://ufcstats.com/fighter-details/1741343f0ca34dd5,"Mar 18, 1989",135 lbs.,--,"5' 8""",
Lisa Ellis,,http://ufcstats.com/fighter-details/77350fd0e6d1dba8,"Nov 15, 1982",115 lbs.,--,"5' 4""",
Eddy Ellis,Fast,http://ufcstats.com/fighter-details/e60d773a0a42048a,--,170 lbs.,--,"5' 9""",Orthodox
Tim Elliott,,http://ufcstats.com/fighter-details/c96d9178c9ed9e62,"Dec 24, 1986",125 lbs.,"66""","5' 7""",Southpaw
Oban Elliott,Evil,http://ufcstats.com/fighter-details/6b56e94a59b7b134,--,170 lbs.,--,--,
Joe Ellenberger,Excalibur,http://ufcstats.com/fighter-details/8e8e4487c621aa1c,"Mar 28, 1985",155 lbs.,"72""","5' 9""",Orthodox
Darren Elkins,The Damage,http://ufcstats.com/fighter-details/92a9aa9c93192871,"May 16, 1984",145 lbs.,"71""","5' 10""",Orthodox
Jake Ellenberger,The Juggernaut,http://ufcstats.com/fighter-details/d81ac739417d7f53,"Mar 28, 1985",170 lbs.,"71""","5' 9""",Orthodox
John Paul Elias,,http://ufcstats.com/fighter-details/e873203fd50542f6,--,205 lbs.,--,"6' 4""",
Joao Elias,Alicate,http://ufcstats.com/fighter-details/1a064688481f66e1,"Jan 08, 1995",125 lbs.,"64""","5' 3""",Southpaw
Saul Elizondo,,http://ufcstats.com/fighter-details/e295b96f135d758a,"Jul 17, 1985",135 lbs.,--,"5' 7""",
Evan Elder,The Phenom,http://ufcstats.com/fighter-details/d9a56ecb6e94f02e,"Apr 11, 1997",155 lbs.,"72""","5' 10""",Switch
John Elam,,http://ufcstats.com/fighter-details/22d80fb67e50ab0b,--,--,--,--,
Per Eklund,,http://ufcstats.com/fighter-details/58bc81376286b3d3,--,155 lbs.,"72""","5' 10""",Orthodox
Jon Olav Einemo,The Viking,http://ufcstats.com/fighter-details/0577808d22dfe79c,"Dec 10, 1975",253 lbs.,--,"6' 6""",Orthodox
Justin Eilers,The Hammer,http://ufcstats.com/fighter-details/27fc9218a3653e3c,"Jun 28, 1978",235 lbs.,--,"6' 1""",Orthodox
CM Punk,,http://ufcstats.com/fighter-details/a8c9d16fe2a14d72,"Oct 26, 1978",170 lbs.,"73""","6' 1""",Orthodox
Josh Pulsifer,The Platypus,http://ufcstats.com/fighter-details/16867810070dc520,"Mar 16, 1983",145 lbs.,--,"5' 10""",
Hugh Pulley,,http://ufcstats.com/fighter-details/308279bd246c211f,--,155 lbs.,--,"6' 0""",
Juan Manuel Puig,Fenix,http://ufcstats.com/fighter-details/85d0fafb8b75d634,"Apr 23, 1989",145 lbs.,--,"5' 9""",Orthodox
Stephanie Egger,,http://ufcstats.com/fighter-details/5e6294b37bbef029,"Aug 12, 1988",135 lbs.,"68""","5' 6""",Orthodox
Jens Pulver,Little Evil,http://ufcstats.com/fighter-details/44260175069b6276,"Dec 06, 1974",145 lbs.,"70""","5' 7""",Southpaw
Tom Egan,,http://ufcstats.com/fighter-details/eae4aec1a5a8ff01,--,170 lbs.,--,"5' 11""",Orthodox
Joselyne Edwards,La Pantera,http://ufcstats.com/fighter-details/f9ab66e67240db7b,"Sep 29, 1995",135 lbs.,"70""","5' 8""",Orthodox
Adli Edwards,,http://ufcstats.com/fighter-details/e6904a03a66e711d,"Aug 28, 1989",145 lbs.,--,--,
Justin Edwards,Fast Eddy,http://ufcstats.com/fighter-details/e56daf7725a0b5ab,"Jan 26, 1983",155 lbs.,"70""","5' 10""",Orthodox
Leon Edwards,Rocky,http://ufcstats.com/fighter-details/f1fac969a1d70b08,"Aug 25, 1991",170 lbs.,"74""","6' 2""",Southpaw
Johnny Eduardo,,http://ufcstats.com/fighter-details/528c24b99fbaab79,"Aug 03, 1978",135 lbs.,"71""","5' 7""",Orthodox
Abdul-Kerim Edilov,,http://ufcstats.com/fighter-details/37e03538c960bac6,"Nov 25, 1991",205 lbs.,--,"6' 2""",Orthodox
Frankie Edgar,The Answer,http://ufcstats.com/fighter-details/f2688492b9a525a3,"Oct 16, 1981",135 lbs.,"68""","5' 6""",Orthodox
Yves Edwards,,http://ufcstats.com/fighter-details/5f04e3d58d9ce982,"Sep 30, 1976",155 lbs.,"73""","5' 9""",Southpaw
Mark Eddiva,,http://ufcstats.com/fighter-details/40ff198adda94b9f,"Feb 16, 1986",145 lbs.,"68""","5' 8""",Orthodox
Roybert Echeverria,The Unbroken,http://ufcstats.com/fighter-details/20b13e96668caaa4,"Aug 21, 1995",125 lbs.,"67""","5' 5""",Switch
Ross Ebanez,The Boss,http://ufcstats.com/fighter-details/a5b0bd216d8ba84e,"May 18, 1975",154 lbs.,--,"5' 9""",Southpaw
Vincent Eazelle,The Real Deal,http://ufcstats.com/fighter-details/ec421d5de0aea624,"Dec 07, 1980",155 lbs.,--,"5' 11""",
Maurice Eazel,,http://ufcstats.com/fighter-details/4acb99524a9a81ab,--,135 lbs.,--,"5' 7""",
Brian Ebersole,Bad Boy,http://ufcstats.com/fighter-details/32ba186f4b0e3267,"Nov 27, 1980",170 lbs.,"73""","6' 0""",Southpaw
Bubba Pugh,,http://ufcstats.com/fighter-details/6cf2352cdb3de59d,--,185 lbs.,--,"5' 10""",
Mike Easton,The Hulk,http://ufcstats.com/fighter-details/bc7230f231701d66,"Jan 25, 1984",135 lbs.,"70""","5' 6""",Southpaw
Marvin Eastman,The Beastman,http://ufcstats.com/fighter-details/05866d8c3a321856,"Jun 08, 1971",185 lbs.,"73""","5' 9""",Orthodox
Daniel Puder,,http://ufcstats.com/fighter-details/66e0a70352fef46a,"Oct 09, 1981",235 lbs.,--,"6' 3""",Orthodox
Lucie Pudilova,,http://ufcstats.com/fighter-details/3cf66c62d9069f43,"Jun 13, 1994",135 lbs.,"67""","5' 8""",Orthodox
Joe Proctor,,http://ufcstats.com/fighter-details/a36556bb1565e32d,"Aug 10, 1985",155 lbs.,"72""","5' 10""",Orthodox
Cole Province,,http://ufcstats.com/fighter-details/2a470ad41c22c25a,"Jan 17, 1981",145 lbs.,"68""","5' 9""",Orthodox
Lara Procopio,,http://ufcstats.com/fighter-details/e99821959a840bb8,"Nov 14, 1995",125 lbs.,"67""","5' 4""",Orthodox
Jiri Prochazka,,http://ufcstats.com/fighter-details/009341ed974bad72,"Oct 14, 1992",205 lbs.,"80""","6' 3""",Orthodox
Brent Primus,,http://ufcstats.com/fighter-details/46caf130099206cd,"Apr 12, 1985",155 lbs.,--,"5' 10""",
Shane Primm,,http://ufcstats.com/fighter-details/5114f1b5ad4cdf72,"Jul 30, 1984",205 lbs.,--,"6' 3""",Orthodox
Niko Price,The Hybrid,http://ufcstats.com/fighter-details/d8da10db80131bec,"Sep 29, 1989",170 lbs.,"76""","6' 0""",Orthodox
Chris Price,The Exorcist,http://ufcstats.com/fighter-details/0597a4528ebd1307,"Nov 09, 1982",185 lbs.,--,"6' 2""",Southpaw
Kyle Prepolec,,http://ufcstats.com/fighter-details/873626e5547b5235,"Aug 30, 1989",170 lbs.,"70""","5' 10""",Southpaw
Dorian Price,,http://ufcstats.com/fighter-details/ee4b670e159f4a33,"Aug 20, 1977",170 lbs.,--,"6' 3""",Southpaw
Philip Preece,,http://ufcstats.com/fighter-details/6597b611f1c32555,--,205 lbs.,--,"5' 8""",Orthodox
Carlos Prates,Carlao,http://ufcstats.com/fighter-details/7ee0fd831c0fe7c3,"Aug 17, 1993",170 lbs.,--,--,
Michel Prazeres,Tractor,http://ufcstats.com/fighter-details/e51fcd9cd84c0b93,"Jul 25, 1981",170 lbs.,"67""","5' 6""",Orthodox
Cody East,The Freight Train,http://ufcstats.com/fighter-details/5713c1d2fac539ac,"Jun 29, 1988",245 lbs.,--,"6' 3""",Orthodox
Ben Earwood,,http://ufcstats.com/fighter-details/ee457ef1e1c326c1,--,170 lbs.,--,"5' 8""",Orthodox
Carlo Prater,Neo,http://ufcstats.com/fighter-details/4f853e98886283cf,"Jun 25, 1981",155 lbs.,"72""","5' 11""",Switch
Ricardo Prasel,Alemao,http://ufcstats.com/fighter-details/b51d0ed3782a1bf5,"Jun 02, 1990",238 lbs.,"78""","6' 7""",Orthodox
Trevor Prangley,,http://ufcstats.com/fighter-details/f5ff7bcdcfeba3ad,"Aug 24, 1972",185 lbs.,"75""","6' 1""",Orthodox
Wagner Prado,Caldeirao,http://ufcstats.com/fighter-details/7f6ef4e1227600bc,"Dec 30, 1986",205 lbs.,"74""","6' 0""",Southpaw
Francisco Prado,,http://ufcstats.com/fighter-details/3920d0cc288f9b0d,"Jun 16, 2002",155 lbs.,"69""","5' 10""",Orthodox
Marcin Prachnio,,http://ufcstats.com/fighter-details/6370c1c1e12723d5,"Jul 14, 1988",205 lbs.,"74""","6' 3""",Orthodox
Callan Potter,The Rockstar,http://ufcstats.com/fighter-details/8fc9ae9c7527dfcb,"Jun 09, 1984",170 lbs.,"72""","6' 0""",Orthodox
Parker Porter,,http://ufcstats.com/fighter-details/ac40f7e3cbecdda4,"Apr 22, 1985",265 lbs.,"75""","6' 0""",Orthodox
Ihor Potieria,Duelist,http://ufcstats.com/fighter-details/260bd4cef10b033f,"May 29, 1996",205 lbs.,"75""","6' 3""",Southpaw
Felipe Portela,Balboa,http://ufcstats.com/fighter-details/303e017a9074f3aa,"Nov 23, 1987",170 lbs.,--,--,
Alexander Poppeck,,http://ufcstats.com/fighter-details/56bf3ed155bd0fcd,"Apr 06, 1992",205 lbs.,--,"6' 2""",Orthodox
Grigory Popov,,http://ufcstats.com/fighter-details/d3fa5c5955397532,"Apr 18, 1984",135 lbs.,"68""","5' 7""",Switch
Santiago Ponzinibbio,Argentine Dagger,http://ufcstats.com/fighter-details/6d1bffff14897645,"Sep 26, 1986",170 lbs.,"73""","6' 0""",Orthodox
Mike Polchlopek,Mike Barton,http://ufcstats.com/fighter-details/3bb030257966b022,"Dec 27, 1965",285 lbs.,--,"6' 4""",Orthodox
Brandon Polcare,,http://ufcstats.com/fighter-details/543cd2258f4fa339,--,125 lbs.,--,--,
Julia Polastri,The Dragon,http://ufcstats.com/fighter-details/abb68e3c7ca128f2,"Mar 05, 1998",125 lbs.,"63""","5' 2""",Orthodox
John Polakowski,Buckets of Blood,http://ufcstats.com/fighter-details/b18fb36a4aa00093,"Jun 21, 1981",155 lbs.,--,"5' 10""",Orthodox
Igor Pokrajac,The Duke,http://ufcstats.com/fighter-details/53278852bcd91e11,"Jan 02, 1979",205 lbs.,"74""","6' 0""",Orthodox
Ross Pointon,The Gladiator,http://ufcstats.com/fighter-details/7215953cd5c6254d,"Feb 18, 1980",170 lbs.,--,"5' 8""",Orthodox
Jamal Pogues,,http://ufcstats.com/fighter-details/f41b9f5efc7162d6,"Dec 01, 1995",205 lbs.,"77""","6' 3""",Orthodox
Dustin Poirier,The Diamond,http://ufcstats.com/fighter-details/029eaff01e6bb8f0,"Jan 19, 1989",155 lbs.,"72""","5' 9""",Southpaw
Maki Pitolo,Coconut Bombz,http://ufcstats.com/fighter-details/c549573c0df4d676,"Nov 24, 1990",185 lbs.,"75""","5' 10""",Orthodox
Dmitry Poberezhets,,http://ufcstats.com/fighter-details/9756095cb76b67c3,"Jun 11, 1985",237 lbs.,--,"6' 3""",
Gaetano Pirrello,El Tigre,http://ufcstats.com/fighter-details/8765559b6a29a421,"Apr 29, 1992",135 lbs.,"65""","5' 7""",Orthodox
Luana Pinheiro,,http://ufcstats.com/fighter-details/a3a542074109b347,"Nov 18, 1992",115 lbs.,"62""","5' 2""",Orthodox
Pingyuan Liu,,http://ufcstats.com/fighter-details/31bbd39c0a075d4e,"Feb 13, 1993",135 lbs.,"72""","5' 6""",Orthodox
Jesus Pinedo,El Mudo,http://ufcstats.com/fighter-details/25af5e832f17b474,"Jun 22, 1996",155 lbs.,--,"5' 10""",Southpaw
Daniel Pineda,The Pit,http://ufcstats.com/fighter-details/361d49960a196976,"Aug 06, 1985",145 lbs.,"69""","5' 7""",Orthodox
Domingo Pilarte,Son of Fire,http://ufcstats.com/fighter-details/4bf6b225ff6099c4,"Jan 05, 1990",135 lbs.,"73""","6' 0""",Southpaw
Sean Pierson,The Punisher,http://ufcstats.com/fighter-details/0d506315895efffc,"Mar 10, 1976",170 lbs.,"76""","6' 0""",Southpaw
Oskar Piechota,Imadlo,http://ufcstats.com/fighter-details/1cf7ccf64a5bf24e,"Jan 24, 1990",185 lbs.,"76""","6' 0""",Southpaw
Paddy Pimblett,The Baddy,http://ufcstats.com/fighter-details/7826923b47f8d72a,"Jan 03, 1995",155 lbs.,"73""","5' 10""",Orthodox
Fabiola Pidroni,The Queen,http://ufcstats.com/fighter-details/9561eb5f0d63ffcc,"Jan 04, 1994",115 lbs.,--,--,
Jamie Pickett,The Night Wolf,http://ufcstats.com/fighter-details/830f60497fab345a,"Aug 29, 1988",185 lbs.,"80""","6' 2""",Orthodox
Nick Pica,The Silverback,http://ufcstats.com/fighter-details/7922e8269adcc25a,--,185 lbs.,--,"5' 10""",
Brad Pickett,One Punch,http://ufcstats.com/fighter-details/c945adc22c2bfe8f,"Sep 24, 1978",135 lbs.,"68""","5' 6""",Orthodox
Vinc Pichel,From Hell,http://ufcstats.com/fighter-details/c77a953488e5607d,"Nov 23, 1982",155 lbs.,"72""","5' 10""",Orthodox
Adam Piccolotti,,http://ufcstats.com/fighter-details/fa399f7f6e17f7f5,"Oct 23, 1988",155 lbs.,--,"5' 11""",
Mario Piazzon,,http://ufcstats.com/fighter-details/44f234a36324e6c8,"Apr 06, 1998",--,--,--,
John Phillips,The Welsh Wrecking Machine,http://ufcstats.com/fighter-details/e9ac7bfb65c25497,"Jun 09, 1985",185 lbs.,"75""","5' 11""",Southpaw
Elizabeth Phillips,,http://ufcstats.com/fighter-details/dcbf01d605681ad1,"Aug 20, 1986",135 lbs.,"65""","5' 6""",Orthodox
Kyler Phillips,The Matrix,http://ufcstats.com/fighter-details/60425d07ef4b91a7,"Jun 12, 1995",135 lbs.,"72""","5' 8""",Orthodox
Aaron Phillips,The Dragon,http://ufcstats.com/fighter-details/34c2b3656f88f7ef,"Aug 05, 1989",135 lbs.,"71""","5' 9""",Southpaw
Dave Phillips,The Rockstar,http://ufcstats.com/fighter-details/99020eeb8cd5689d,"Jan 12, 1980",185 lbs.,--,"6' 0""",Orthodox
Wayne Phillips,,http://ufcstats.com/fighter-details/09a82bd51ff61376,"Jun 17, 1983",185 lbs.,--,--,
Constantinos Philippou,,http://ufcstats.com/fighter-details/05560764359161e4,"Nov 29, 1979",185 lbs.,"73""","5' 11""",Orthodox
Nam Phan,,http://ufcstats.com/fighter-details/80dbeb1dd5b53e64,"Mar 13, 1983",135 lbs.,"70""","5' 6""",Orthodox
Cody Pfister,The Fist,http://ufcstats.com/fighter-details/5904b0b38dc6718d,"Jul 12, 1990",155 lbs.,"73""","5' 10""",Orthodox
Dino Pezao,,http://ufcstats.com/fighter-details/81b57acd6975ac06,--,205 lbs.,--,--,Orthodox
Forrest Petz,The Meat Cleaver,http://ufcstats.com/fighter-details/e86bc32f5997a8f7,"Sep 22, 1975",170 lbs.,"71""","5' 9""",Orthodox
Sergio Pettis,,http://ufcstats.com/fighter-details/de75d1c45a39e221,"Aug 18, 1993",125 lbs.,"69""","5' 6""",Orthodox
Peter Petties,The Joker,http://ufcstats.com/fighter-details/7ea5d60d2e6a8ad0,"Dec 20, 1990",145 lbs.,"72""","5' 11""",Southpaw
Anthony Pettis,Showtime,http://ufcstats.com/fighter-details/cbb682f5fcc44bfc,"Jan 27, 1987",155 lbs.,"72""","5' 10""",Orthodox
Ivana Petrovic,,http://ufcstats.com/fighter-details/38c5817ade8a8014,"Jun 11, 1994",125 lbs.,"70""","5' 8""",Southpaw
Seth Petruzelli,The Silverback,http://ufcstats.com/fighter-details/93b9496275bbbf80,"Dec 03, 1979",205 lbs.,"76""","6' 0""",Orthodox
Armen Petrosyan,Superman,http://ufcstats.com/fighter-details/369ea36e450ae62a,"Nov 02, 1990",185 lbs.,"71""","6' 3""",Orthodox
Vitor Petrino,,http://ufcstats.com/fighter-details/71171fc96445bf65,"Aug 28, 1997",205 lbs.,"77""","6' 2""",Orthodox
Tony Petarra,,http://ufcstats.com/fighter-details/c61f66d8c3fd5f07,--,196 lbs.,--,"5' 11""",Orthodox
Cory Peterson,LA Giant,http://ufcstats.com/fighter-details/5df10509264586e5,--,400 lbs.,--,"6' 11""",Orthodox
Tommy Petersen,,http://ufcstats.com/fighter-details/7aabd61419f747d1,--,155 lbs.,--,--,
Leiticia Pestova,,http://ufcstats.com/fighter-details/f3743d8ef5dde970,"Jan 15, 1984",135 lbs.,--,"5' 6""",Orthodox
Raphael Pessoa,Bebezao,http://ufcstats.com/fighter-details/41f90012b86a11bf,"Mar 09, 1989",262 lbs.,"78""","6' 3""",Orthodox
Mike Perry,Platinum,http://ufcstats.com/fighter-details/f2b6fdb20675b11c,"Sep 15, 1991",170 lbs.,"71""","5' 10""",Orthodox
Jay Perrin,The Joker,http://ufcstats.com/fighter-details/01fed6f61ebea01f,"Jun 15, 1993",135 lbs.,"67""","5' 7""",Switch
Viktor Pesta,,http://ufcstats.com/fighter-details/202b0467521c9d6f,"Jul 15, 1990",240 lbs.,"77""","6' 3""",Orthodox
Hernani Perpetuo,,http://ufcstats.com/fighter-details/575360be653ad6a6,"May 24, 1985",170 lbs.,--,"6' 0""",Orthodox
Ailin Perez,Fiona,http://ufcstats.com/fighter-details/06e4245d16fc5315,"Oct 05, 1994",135 lbs.,"66""","5' 5""",Switch
Thiago Perpetuo,Bodao,http://ufcstats.com/fighter-details/c1a5d3843596df92,"Dec 14, 1987",170 lbs.,--,"5' 10""",Orthodox
Anthony Perosh,The Hippo,http://ufcstats.com/fighter-details/4b4753d19489297f,"Oct 05, 1972",205 lbs.,"75""","6' 3""",Orthodox
Markus Perez,Maluko,http://ufcstats.com/fighter-details/2ac4628c08ec5125,"Jun 22, 1988",185 lbs.,"73""","6' 1""",Orthodox
Alex Perez,,http://ufcstats.com/fighter-details/ab2b4ff41d6ebe0f,"Mar 21, 1992",125 lbs.,"65""","5' 6""",Orthodox
Jose Perez,,http://ufcstats.com/fighter-details/89578ae236ee04e9,--,--,--,--,
Erik Perez,Goyito,http://ufcstats.com/fighter-details/af62f99eb7606308,"Nov 19, 1989",135 lbs.,"68""","5' 8""",Orthodox
Alejandro Perez,Turbo,http://ufcstats.com/fighter-details/80daefbed11ce998,"Sep 02, 1989",135 lbs.,"67""","5' 6""",Orthodox
Frankie Perez,,http://ufcstats.com/fighter-details/96c336b463e0662c,"May 11, 1989",155 lbs.,"73""","5' 11""",Orthodox
Philip Perez,,http://ufcstats.com/fighter-details/eee8efec7b951d84,--,155 lbs.,--,"5' 5""",Southpaw
Rolando Perez,,http://ufcstats.com/fighter-details/4a9e305633f3ef47,--,135 lbs.,--,"5' 8""",Orthodox
Luciano Pereira,El Torito,http://ufcstats.com/fighter-details/d7ee49bf3c779fa6,"Jan 09, 2001",125 lbs.,--,--,
Daniel Pereira,Gaucho,http://ufcstats.com/fighter-details/44f46b0592ca0814,"Dec 13, 1990",185 lbs.,--,"5' 10""",
